Sort Type: Merge Sort - By Priority Level (Descending)
KPI Code; Pillar Code; Current Progress; Target Year; Priority Level; Reporting Ministry; Quarterly Change; Priority Score;
AN-4.1-2;A;48.8;2030;4;MFA;-7.4;100;
VS-3.3-9;V;30.5;2026;4;MOS;9.7;100;
AN-2.1-6;A;34.4;2030;4;MOD;7.4;100;
TE-4.2-6;T;31.1;2029;4;MOL;9.5;100;
AN-4.3-3;A;39.4;2035;4;MEW;-1.5;100;
TE-3.2-7;T;32.2;2029;4;MOC;-7.1;100;
TE-5.2-9;T;49.0;2030;4;MOL;-5.6;100;
AN-1.3-1;A;53.3;2035;4;MFA;9.2;95;
TE-4.2-4;T;39.6;2029;4;MISA;1.6;100;
VS-2.2-3;V;43.7;2028;4;MCY;-8.1;100;
TE-3.1-4;T;39.5;2031;4;MOC;-8.5;100;
TE-3.3-6;T;30.5;2030;4;MOF;-7.3;100;
TE-1.3-6;T;48.9;2031;4;MISA;-1.3;100;
AN-3.3-8;A;41.0;2035;4;MOD;7.1;95;
VS-2.1-7;V;43.6;2026;4;MOH;-3.1;100;
VS-5.2-1;V;48.8;2028;4;MCY;7.0;100;
AN-4.1-6;A;43.8;2033;4;MOD;-8.7;100;
VS-2.1-9;V;44.7;2026;4;MCI;-2.9;100;
AN-5.2-1;A;46.4;2034;4;MFA;-1.9;100;
AN-3.2-8;A;37.7;2030;4;MOD;-1.8;100;
VS-1.2-8;V;35.2;2028;4;MOH;1.0;100;
TE-2.1-4;T;41.7;2029;4;MISA;-6.5;100;
TE-5.2-3;T;36.9;2030;4;MISA;7.2;100;
TE-1.1-5;T;35.2;2029;4;MOC;3.8;100;
AN-1.1-2;A;41.9;2032;4;MFA;-3.6;100;
AN-2.3-5;A;42.6;2030;4;MFA;0.8;100;
TE-3.2-9;T;39.3;2030;4;MOT;-5.8;100;
AN-1.2-3;A;45.1;2033;4;MOI;-2.1;100;
AN-2.3-3;A;46.8;2031;4;MOD;9.6;100;
AN-2.2-2;A;50.0;2031;4;MEW;0.3;100;
VS-1.3-1;V;38.3;2029;4;MOS;-5.2;100;
VS-4.2-8;V;48.0;2026;4;MCY;-3.0;100;
TE-4.2-5;T;45.3;2030;4;MOF;-8.8;100;
AN-1.2-7;A;31.6;2035;4;MEW;-8.2;100;
VS-4.1-6;V;40.3;2028;4;MOU;9.2;100;
AN-3.3-7;A;53.9;2035;4;MOC;-3.5;100;
VS-4.2-6;V;42.8;2026;4;MCY;-3.4;100;
AN-1.1-2;A;36.6;2031;4;MOD;-9.5;100;
AN-4.3-2;A;38.6;2030;4;MFA;7.5;100;
TE-3.3-5;T;39.7;2030;4;MOF;-8.9;100;
TE-4.2-9;T;43.8;2029;4;MISA;-3.8;100;
TE-1.1-4;T;35.7;2031;4;MOL;6.5;100;
AN-1.1-3;A;38.5;2035;4;MOC;-7.8;100;
VS-4.1-9;V;30.9;2027;4;MOH;2.5;100;
AN-5.1-6;A;41.1;2035;4;MFA;-2.3;100;
VS-4.1-4;V;40.6;2028;4;MOU;-6.1;100;
AN-3.1-9;A;32.1;2030;4;MEW;-6.6;100;
AN-3.2-9;A;46.8;2035;4;MOD;-2.2;100;
TE-2.3-4;T;41.7;2031;4;MOF;9.2;100;
TE-2.1-9;T;31.6;2031;4;MOC;-1.3;100;
VS-5.1-1;V;49.7;2026;4;MCI;-10.0;100;
AN-4.3-8;A;41.7;2032;4;MOI;4.8;95;
AN-4.3-1;A;43.9;2034;4;MOC;1.0;95;
TE-4.1-9;T;36.1;2030;4;MOT;-8.5;100;
AN-1.2-8;A;37.2;2034;4;MOC;-5.4;100;
VS-1.2-9;V;46.6;2026;4;MCI;-6.3;100;
TE-2.1-9;T;38.5;2031;4;MOT;-0.9;100;
TE-4.3-7;T;44.3;2029;4;MOF;-4.9;100;
AN-2.2-8;A;47.3;2031;4;MOC;1.9;100;
VS-2.1-2;V;49.6;2030;4;MCY;7.9;95;
TE-3.2-1;T;36.3;2029;4;MOC;-5.9;100;
VS-2.1-2;V;30.7;2029;4;MOU;1.1;95;
VS-1.3-4;V;46.8;2029;4;MOS;-5.1;100;
TE-3.2-6;T;44.1;2030;4;MOC;-0.9;100;
VS-2.1-6;V;40.3;2027;4;MCY;5.8;100;
TE-2.3-4;T;32.3;2031;4;MOL;-6.0;100;
AN-2.2-8;A;37.3;2032;4;MEW;6.3;95;
AN-5.3-8;A;54.4;2032;4;MOI;0.9;95;
VS-2.3-2;V;34.7;2028;4;MOS;5.8;100;
TE-2.2-9;T;32.0;2030;4;MOL;3.6;100;
VS-4.1-5;V;46.1;2026;4;MCI;-2.8;100;
AN-5.3-2;A;47.1;2032;4;MOC;-1.6;100;
AN-1.1-3;A;46.1;2030;4;MOC;4.4;100;
AN-1.2-5;A;44.0;2034;4;MOC;-7.0;100;
AN-1.1-7;A;31.8;2030;4;MEW;6.2;100;
AN-2.3-5;A;47.1;2030;4;MFA;5.4;100;
TE-1.1-2;T;47.3;2029;4;MISA;4.2;100;
VS-4.1-8;V;49.1;2030;4;MOS;-5.9;100;
VS-2.1-1;V;37.2;2029;4;MOS;0.2;95;
TE-3.3-1;T;31.2;2030;4;MOC;-4.2;100;
AN-5.2-9;A;33.9;2035;4;MOD;-8.4;100;
VS-1.1-3;V;35.1;2028;4;MOH;5.4;100;
AN-2.2-9;A;32.1;2031;4;MOC;-6.9;100;
AN-4.1-5;A;33.8;2034;4;MOD;-2.0;100;
AN-2.1-7;A;40.7;2035;4;MOC;-1.7;100;
VS-3.3-9;V;39.5;2029;4;MOU;0.4;95;
TE-5.2-9;T;34.7;2029;4;MOC;-5.9;100;
VS-5.2-7;V;44.7;2028;4;MOS;9.1;100;
AN-4.3-9;A;41.6;2035;4;MOC;4.6;95;
AN-5.1-2;A;35.8;2032;4;MOI;9.2;95;
VS-2.2-2;V;39.5;2030;4;MCI;8.3;95;
AN-2.1-9;A;46.2;2033;4;MOD;-8.8;100;
TE-1.2-3;T;34.1;2030;4;MOC;-0.8;100;
TE-4.1-7;T;42.7;2029;4;MOF;1.3;100;
AN-5.1-4;A;31.3;2032;4;MFA;5.9;95;
AN-4.1-2;A;53.1;2035;4;MEW;-5.8;100;
VS-2.3-7;V;36.7;2026;4;MCI;-3.9;100;
TE-2.3-6;T;34.7;2029;4;MOC;3.2;100;
TE-5.2-9;T;37.1;2030;4;MOT;5.0;100;
AN-3.3-8;A;33.8;2032;4;MOC;1.1;95;
AN-2.2-1;A;43.5;2030;4;MOC;-9.7;100;
TE-5.2-1;T;40.1;2031;4;MISA;4.0;100;
TE-3.1-4;T;36.3;2029;4;MOT;2.0;100;
AN-5.2-2;A;48.8;2031;4;MOC;-7.4;100;
VS-2.2-5;V;38.5;2026;4;MCY;10.0;100;
VS-4.3-2;V;34.3;2029;4;MCY;9.1;95;
TE-2.3-6;T;37.8;2029;4;MOL;0.6;100;
TE-5.2-2;T;44.6;2030;4;MOT;4.3;100;
TE-3.2-7;T;50.0;2029;4;MISA;-3.3;100;
TE-4.1-1;T;40.8;2030;4;MOC;-8.9;100;
AN-1.3-6;A;39.8;2031;4;MEW;-3.3;100;
TE-4.3-3;T;38.8;2031;4;MOL;-8.0;100;
AN-3.2-8;A;41.3;2030;4;MOI;-9.9;100;
TE-1.1-5;T;30.7;2030;4;MOL;-2.2;100;
TE-2.1-4;T;36.9;2029;4;MOC;6.0;100;
AN-2.2-3;A;48.5;2035;4;MOD;-9.5;100;
AN-4.2-3;A;48.4;2035;4;MOC;3.5;95;
AN-2.3-8;A;33.1;2035;4;MOC;7.2;95;
AN-1.2-4;A;43.4;2034;4;MEW;-5.0;100;
AN-1.1-6;A;30.6;2031;4;MFA;-4.7;100;
AN-1.3-4;A;30.8;2031;4;MOI;-6.6;100;
TE-1.1-1;T;34.5;2031;4;MISA;-8.1;100;
VS-4.3-7;V;33.7;2026;4;MOU;0.6;100;
AN-2.2-4;A;54.5;2030;4;MEW;8.4;100;
AN-4.1-3;A;44.4;2031;4;MFA;4.5;100;
AN-2.3-9;A;40.7;2032;4;MOD;3.4;95;
AN-5.1-7;A;31.9;2033;4;MEW;-9.3;100;
VS-5.1-5;V;39.1;2030;4;MCI;8.0;95;
VS-3.1-2;V;34.5;2027;4;MCI;1.4;100;
VS-4.2-1;V;45.5;2030;4;MCY;5.5;95;
AN-1.2-5;A;47.3;2031;4;MOI;3.2;100;
AN-5.3-2;A;33.1;2035;4;MOI;6.4;95;
TE-1.3-3;T;49.2;2029;4;MOC;-3.7;100;
TE-4.1-9;T;46.5;2030;4;MOC;-7.4;100;
AN-1.2-5;A;38.5;2030;4;MOI;2.6;100;
AN-1.2-9;A;37.8;2033;4;MEW;8.0;95;
TE-1.3-1;T;30.2;2031;4;MOT;3.0;100;
AN-4.2-6;A;45.7;2030;4;MOD;1.9;100;
TE-3.3-2;T;45.1;2030;4;MOF;-2.5;100;
AN-1.2-2;A;45.6;2030;4;MEW;6.9;100;
VS-5.2-6;V;47.5;2026;4;MCI;6.2;100;
AN-5.3-8;A;42.8;2034;4;MOI;6.9;95;
TE-5.1-3;T;42.5;2029;4;MOF;5.7;100;
AN-1.3-6;A;43.9;2034;4;MEW;7.6;95;
AN-2.3-2;A;50.1;2034;4;MOC;1.0;95;
TE-2.2-8;T;33.7;2031;4;MOT;-1.1;100;
AN-4.1-7;A;45.2;2032;4;MOD;1.4;95;
TE-3.3-7;T;31.4;2030;4;MISA;-1.5;100;
AN-4.3-5;A;49.3;2035;4;MEW;6.3;95;
TE-5.1-1;T;44.2;2031;4;MOC;-4.0;100;
TE-4.3-9;T;36.6;2031;4;MOF;9.5;100;
AN-4.3-8;A;47.2;2032;4;MFA;1.4;95;
VS-3.1-1;V;39.8;2028;4;MCY;3.1;100;
AN-1.2-6;A;30.8;2034;4;MEW;1.1;95;
VS-3.3-1;V;34.7;2029;4;MCI;10.0;95;
AN-3.3-4;A;30.3;2032;4;MEW;6.6;95;
AN-4.3-4;A;38.3;2034;4;MFA;4.1;95;
VS-5.2-6;V;42.6;2029;4;MCI;-0.1;100;
TE-2.2-3;T;45.0;2030;4;MOT;6.3;100;
VS-3.2-9;V;40.6;2026;4;MOS;4.9;100;
TE-2.2-9;T;47.4;2029;4;MOF;-6.5;100;
VS-2.2-3;V;45.1;2030;4;MOU;7.4;95;
AN-2.1-2;A;39.6;2035;4;MOD;4.4;95;
TE-4.1-8;T;45.3;2031;4;MOT;-6.2;100;
TE-5.3-5;T;42.4;2030;4;MOF;1.0;100;
VS-3.3-5;V;47.6;2028;4;MCI;2.5;100;
AN-3.3-8;A;31.2;2035;4;MOC;7.2;95;
AN-2.1-9;A;47.1;2030;4;MOC;-8.7;100;
TE-3.3-2;T;47.2;2031;4;MOC;-3.6;100;
TE-5.2-2;T;32.5;2029;4;MOF;-5.3;100;
TE-1.2-4;T;42.8;2030;4;MOT;-3.0;100;
VS-5.2-7;V;48.9;2026;4;MOU;9.8;100;
AN-3.2-2;A;45.8;2032;4;MEW;-1.9;100;
AN-1.2-7;A;42.7;2033;4;MOI;-6.6;100;
AN-4.1-1;A;45.4;2030;4;MFA;5.2;100;
AN-2.1-3;A;38.2;2032;4;MFA;-8.3;100;
AN-5.2-4;A;46.3;2031;4;MFA;-7.9;100;
VS-2.3-6;V;47.6;2030;4;MCY;6.8;95;
TE-3.2-2;T;47.7;2031;4;MOT;-2.6;100;
TE-2.3-4;T;49.1;2030;4;MOL;1.2;100;
VS-3.3-6;V;48.2;2026;4;MCY;1.5;100;
TE-5.1-3;T;42.2;2030;4;MOT;-6.4;100;
VS-1.1-3;V;37.2;2026;4;MOH;2.8;100;
AN-1.1-7;A;40.0;2035;4;MOI;-8.2;100;
AN-2.2-1;A;40.0;2034;4;MOD;2.7;95;
TE-5.3-6;T;38.8;2031;4;MISA;-8.1;100;
AN-5.3-6;A;40.4;2032;4;MOI;-4.9;100;
AN-5.3-3;A;43.0;2030;4;MEW;-5.7;100;
TE-2.2-8;T;37.3;2031;4;MOL;-9.8;100;
AN-5.1-5;A;32.3;2031;4;MOC;2.3;100;
TE-4.3-6;T;40.8;2029;4;MOL;-2.2;100;
TE-1.1-4;T;34.1;2030;4;MOL;-0.2;100;
AN-1.1-7;A;35.7;2031;4;MOD;9.2;100;
AN-3.3-1;A;34.2;2031;4;MEW;-0.9;100;
VS-3.3-7;V;48.4;2029;4;MOS;8.7;95;
TE-5.3-7;T;43.1;2029;4;MOT;-3.4;100;
AN-5.2-5;A;42.5;2035;4;MOC;-6.1;100;
AN-3.3-9;A;48.6;2034;4;MOC;-5.8;100;
AN-2.3-2;A;33.9;2031;4;MFA;5.8;100;
TE-3.3-3;T;30.3;2029;4;MOC;-4.8;100;
TE-4.2-2;T;47.2;2031;4;MOF;-3.8;100;
AN-2.3-7;A;49.7;2033;4;MOI;-6.2;100;
TE-2.2-8;T;48.4;2029;4;MOF;-7.6;100;
VS-1.1-4;V;50.0;2028;4;MCY;-4.1;100;
AN-3.1-7;A;36.6;2035;4;MEW;10.0;95;
TE-1.2-7;T;34.0;2029;4;MOT;-7.4;100;
TE-1.2-8;T;43.5;2029;4;MOL;5.0;100;
VS-3.3-6;V;45.9;2030;4;MOS;-2.0;100;
TE-1.3-5;T;34.0;2031;4;MOL;2.4;100;
TE-5.2-1;T;33.3;2031;4;MOC;0.3;100;
AN-5.1-7;A;41.7;2032;4;MOC;2.3;95;
AN-1.3-6;A;37.4;2030;4;MOC;-0.7;100;
VS-1.1-6;V;38.6;2029;4;MOS;-3.9;100;
TE-5.1-2;T;31.7;2029;4;MISA;4.0;100;
TE-2.2-3;T;31.2;2030;4;MOF;-7.5;100;
AN-5.3-5;A;41.2;2030;4;MEW;1.1;100;
TE-5.1-9;T;39.2;2030;4;MISA;3.5;100;
VS-1.3-8;V;44.4;2029;4;MCI;-2.8;100;
TE-1.2-7;T;38.0;2029;4;MOL;7.8;100;
VS-5.1-4;V;43.9;2026;4;MCI;2.6;100;
TE-2.3-9;T;31.7;2030;4;MOT;-1.1;100;
TE-5.2-3;T;44.7;2031;4;MISA;0.9;100;
VS-5.2-1;V;37.6;2028;4;MCI;-3.7;100;
TE-2.1-9;T;43.9;2029;4;MISA;0.5;100;
TE-1.3-2;T;41.2;2030;4;MOL;-5.2;100;
VS-1.2-9;V;32.3;2028;4;MOH;7.4;100;
AN-3.2-3;A;47.8;2032;4;MEW;-7.4;100;
TE-5.1-9;T;30.2;2031;4;MOL;1.2;100;
AN-2.1-3;A;49.6;2031;4;MOD;-2.8;100;
AN-5.2-9;A;46.4;2033;4;MOI;6.0;95;
VS-5.1-3;V;30.5;2030;4;MOU;4.0;95;
AN-2.2-3;A;39.4;2030;4;MOC;-5.6;100;
AN-3.1-2;A;51.0;2032;4;MOC;8.0;95;
TE-4.2-7;T;36.0;2030;4;MOT;-7.0;100;
VS-1.1-5;V;46.3;2029;4;MOS;5.7;95;
VS-2.2-4;V;33.2;2028;4;MCI;7.9;100;
AN-4.2-8;A;43.7;2030;4;MOD;6.7;100;
AN-1.1-9;A;30.6;2035;4;MFA;-5.2;100;
VS-1.3-7;V;35.1;2026;4;MOU;7.1;100;
VS-1.2-5;V;30.5;2028;4;MOH;4.2;100;
AN-1.2-3;A;34.2;2034;4;MEW;4.8;95;
TE-1.3-2;T;47.8;2029;4;MOF;-8.3;100;
VS-5.2-8;V;43.1;2029;4;MOS;3.0;95;
TE-4.1-3;T;47.4;2031;4;MOL;-8.2;100;
AN-3.3-7;A;33.3;2030;4;MFA;7.5;100;
TE-5.3-5;T;45.2;2030;4;MISA;3.9;100;
AN-2.2-5;A;47.3;2030;4;MEW;0.9;100;
AN-4.1-2;A;46.8;2035;4;MOI;7.8;95;
AN-4.1-2;A;38.2;2031;4;MOI;-5.2;100;
VS-3.1-1;V;49.5;2027;4;MCI;6.3;100;
AN-1.2-2;A;38.2;2030;4;MOI;9.0;100;
VS-1.1-1;V;40.8;2026;4;MOH;6.7;100;
TE-4.2-6;T;45.3;2031;4;MOF;0.9;100;
VS-1.2-8;V;44.3;2030;4;MCI;-5.0;100;
TE-2.3-7;T;35.9;2030;4;MOT;-3.6;100;
AN-3.2-1;A;39.6;2034;4;MFA;-6.4;100;
TE-2.2-9;T;37.3;2029;4;MOT;-5.0;100;
AN-5.2-1;A;41.6;2032;4;MOI;-1.5;100;
AN-5.3-7;A;46.3;2035;4;MFA;-3.7;100;
AN-1.3-5;A;38.3;2030;4;MOD;-3.0;100;
VS-5.1-3;V;31.3;2027;4;MCI;-3.7;100;
TE-4.3-6;T;30.4;2030;4;MOF;-8.0;100;
TE-2.3-4;T;30.1;2029;4;MOF;5.2;100;
AN-4.3-9;A;31.7;2032;4;MOD;-0.2;100;
TE-5.1-1;T;34.7;2031;4;MOL;-1.5;100;
AN-5.2-1;A;47.3;2030;4;MOC;7.6;100;
AN-5.1-4;A;48.3;2035;4;MOI;5.0;95;
TE-3.2-5;T;45.9;2031;4;MISA;5.9;100;
TE-3.2-2;T;44.5;2029;4;MISA;5.5;100;
TE-3.2-5;T;36.8;2030;4;MOF;-0.6;100;
AN-4.1-2;A;41.0;2035;4;MOI;7.6;95;
AN-5.3-1;A;34.2;2033;4;MEW;-5.5;100;
TE-3.3-3;T;44.9;2030;4;MOC;8.5;100;
AN-1.2-7;A;52.2;2033;4;MOC;0.1;95;
AN-2.1-6;A;41.5;2030;4;MFA;-2.5;100;
VS-2.1-6;V;47.1;2026;4;MCI;-3.6;100;
VS-4.3-9;V;30.4;2029;4;MOU;2.4;95;
TE-4.1-1;T;46.9;2031;4;MISA;-4.2;100;
TE-5.2-6;T;30.6;2031;4;MOF;-5.8;100;
VS-2.1-5;V;40.3;2027;4;MOU;-1.2;100;
TE-1.1-6;T;35.6;2030;4;MOF;-5.1;100;
VS-5.1-4;V;49.4;2029;4;MCY;0.5;95;
AN-1.3-8;A;33.1;2030;4;MOD;-8.0;100;
AN-3.2-4;A;39.0;2033;4;MOD;6.3;95;
TE-1.2-8;T;40.3;2030;4;MOC;-3.8;100;
TE-2.2-8;T;46.6;2031;4;MOC;-6.4;100;
TE-4.2-5;T;38.3;2029;4;MOL;-2.1;100;
TE-4.3-5;T;36.1;2029;4;MISA;-5.0;100;
AN-1.3-9;A;45.0;2031;4;MFA;9.6;100;
AN-1.3-4;A;34.0;2030;4;MOC;2.1;100;
AN-5.1-5;A;50.5;2031;4;MOC;2.9;100;
VS-3.3-1;V;42.1;2030;4;MCI;-0.7;100;
TE-3.2-1;T;30.0;2030;4;MOT;-4.7;100;
AN-3.3-9;A;34.1;2030;4;MOC;-9.3;100;
VS-3.1-7;V;41.1;2029;4;MCI;-5.8;100;
AN-1.3-3;A;50.3;2032;4;MOC;-9.3;100;
VS-3.2-3;V;49.9;2028;4;MOH;-3.7;100;
AN-4.2-7;A;43.4;2035;4;MOC;1.6;95;
TE-5.3-6;T;48.9;2030;4;MOL;-3.8;100;
VS-4.1-4;V;47.5;2030;4;MOH;0.9;95;
TE-4.2-6;T;45.4;2030;4;MOT;-7.3;100;
VS-4.3-2;V;38.2;2026;4;MOU;0.0;100;
AN-4.3-9;A;40.2;2034;4;MOD;-2.1;100;
TE-4.3-3;T;44.9;2029;4;MOC;4.1;100;
AN-3.1-3;A;40.4;2035;4;MOI;3.0;95;
AN-1.2-3;A;50.7;2030;4;MEW;5.4;100;
AN-1.2-3;A;36.4;2031;4;MEW;6.0;100;
AN-5.2-2;A;31.4;2035;4;MOD;-5.9;100;
TE-3.1-2;T;40.6;2030;4;MISA;-1.3;100;
AN-1.1-5;A;45.5;2030;4;MOD;-0.3;100;
AN-4.1-3;A;37.1;2030;4;MEW;7.1;100;
AN-2.2-4;A;48.8;2035;4;MOC;1.3;95;
AN-1.3-3;A;45.7;2032;4;MFA;-6.0;100;
VS-5.3-3;V;35.9;2026;4;MOU;9.9;100;
VS-2.3-3;V;42.9;2030;4;MOH;0.0;95;
VS-2.3-2;V;36.9;2026;4;MOU;4.9;100;
AN-2.1-2;A;45.5;2034;4;MOC;-2.6;100;
VS-1.3-2;V;44.9;2029;4;MOU;7.5;95;
AN-4.1-6;A;37.8;2034;4;MFA;2.6;95;
AN-1.1-9;A;32.2;2032;4;MOC;9.6;95;
AN-5.1-7;A;38.3;2035;4;MFA;4.5;95;
TE-2.1-3;T;43.8;2031;4;MISA;9.8;100;
AN-4.3-4;A;31.2;2030;4;MOC;0.1;100;
TE-3.1-7;T;36.5;2030;4;MOT;1.0;100;
VS-2.2-8;V;34.2;2030;4;MOU;-3.1;100;
AN-1.2-6;A;44.4;2035;4;MOI;6.1;95;
AN-3.1-7;A;45.5;2031;4;MEW;-8.0;100;
AN-1.2-9;A;46.6;2035;4;MOI;-9.3;100;
AN-1.1-3;A;38.7;2033;4;MOC;-4.3;100;
AN-3.2-3;A;43.7;2030;4;MOD;-10.0;100;
AN-4.1-9;A;42.3;2034;4;MFA;7.1;95;
AN-1.3-8;A;38.7;2031;4;MEW;-1.3;100;
VS-1.1-8;V;47.4;2027;4;MOS;5.6;100;
AN-1.1-5;A;46.6;2030;4;MFA;9.5;100;
AN-5.3-7;A;52.5;2035;4;MOC;-8.4;100;
VS-3.1-8;V;35.0;2029;4;MCY;-7.3;100;
TE-3.2-7;T;31.1;2029;4;MISA;-7.3;100;
AN-4.2-3;A;51.6;2033;4;MOC;-6.7;100;
VS-1.2-8;V;47.3;2028;4;MOH;9.0;100;
AN-1.2-4;A;40.7;2032;4;MOD;-4.6;100;
AN-1.3-1;A;32.0;2035;4;MOC;1.9;95;
AN-2.2-2;A;43.5;2030;4;MFA;5.5;100;
AN-1.2-9;A;36.7;2031;4;MOC;-6.4;100;
TE-2.2-4;T;46.8;2031;4;MOC;4.6;100;
AN-3.2-6;A;36.5;2033;4;MFA;-1.3;100;
TE-1.1-3;T;38.9;2029;4;MOT;-1.8;100;
VS-1.3-7;V;45.8;2029;4;MOS;-2.6;100;
VS-3.3-8;V;44.3;2028;4;MOH;1.9;100;
TE-5.1-6;T;33.2;2031;4;MISA;6.5;100;
VS-1.3-5;V;44.9;2030;4;MOS;-4.5;100;
VS-1.2-2;V;36.2;2029;4;MCI;-2.2;100;
VS-4.3-1;V;46.0;2026;4;MCY;-5.4;100;
TE-3.2-4;T;39.8;2030;4;MOC;-4.8;100;
AN-4.3-1;A;42.1;2032;4;MOD;5.5;95;
TE-1.1-3;T;45.1;2030;4;MOL;0.6;100;
TE-3.2-5;T;42.2;2030;4;MOT;6.8;100;
TE-3.3-8;T;45.0;2030;4;MOT;-0.4;100;
TE-5.1-5;T;43.9;2030;4;MOL;3.0;100;
AN-3.3-4;A;40.1;2031;4;MOC;2.0;100;
AN-3.1-4;A;39.8;2034;4;MEW;3.9;95;
TE-1.2-7;T;32.1;2031;4;MOL;6.6;100;
TE-2.2-4;T;48.6;2030;4;MOT;-5.5;100;
TE-1.2-6;T;31.1;2031;4;MISA;-1.3;100;
VS-1.1-5;V;45.8;2027;4;MCI;-1.3;100;
AN-5.2-3;A;42.2;2034;4;MOI;8.0;95;
VS-3.2-4;V;31.4;2028;4;MOU;-6.8;100;
AN-1.3-5;A;35.5;2034;4;MFA;-1.7;100;
TE-5.1-8;T;46.6;2031;4;MOF;6.5;100;
VS-3.2-8;V;48.9;2026;4;MCY;-6.7;100;
AN-2.3-4;A;38.9;2034;4;MOI;4.0;95;
TE-5.3-6;T;37.3;2029;4;MOT;4.6;100;
TE-2.2-5;T;38.1;2031;4;MOT;-7.8;100;
AN-3.3-5;A;45.0;2033;4;MOD;8.2;95;
TE-2.3-8;T;30.3;2030;4;MOF;-6.0;100;
TE-4.2-8;T;31.4;2030;4;MOC;-7.2;100;
AN-2.2-2;A;36.7;2035;4;MEW;3.3;95;
AN-2.3-6;A;40.0;2035;4;MEW;-4.7;100;
TE-5.1-9;T;48.8;2030;4;MOL;6.1;100;
TE-3.2-5;T;30.2;2030;4;MOC;-5.7;100;
TE-2.1-6;T;36.1;2029;4;MOF;8.7;100;
VS-5.1-2;V;36.6;2029;4;MOS;3.9;95;
VS-5.2-9;V;41.4;2030;4;MOH;0.1;95;
AN-4.2-9;A;50.8;2035;4;MOI;-9.4;100;
AN-1.3-6;A;36.1;2033;4;MEW;-3.9;100;
AN-2.1-1;A;31.5;2033;4;MEW;2.5;95;
AN-1.1-8;A;51.0;2032;4;MEW;-6.6;100;
AN-3.1-3;A;35.1;2032;4;MFA;-1.2;100;
AN-1.2-6;A;44.7;2034;4;MOI;-3.9;100;
AN-5.2-1;A;38.7;2031;4;MOD;-7.5;100;
AN-4.3-3;A;54.7;2032;4;MOD;-6.0;100;
AN-2.1-5;A;47.5;2030;4;MOI;-4.8;100;
VS-4.1-9;V;37.7;2027;4;MOH;-3.4;100;
AN-2.1-5;A;45.0;2034;4;MOI;-3.0;100;
VS-4.1-7;V;44.2;2026;4;MCY;-5.7;100;
VS-2.3-5;V;39.0;2026;4;MCI;-1.1;100;
AN-5.3-8;A;46.8;2033;4;MFA;-7.2;100;
TE-2.2-7;T;37.5;2029;4;MOT;-2.2;100;
AN-3.3-2;A;45.7;2033;4;MEW;-1.0;100;
AN-5.2-9;A;36.8;2034;4;MOI;-6.2;100;
AN-2.3-3;A;37.0;2032;4;MOD;2.4;95;
AN-2.2-7;A;46.9;2033;4;MOI;8.3;95;
TE-4.1-6;T;43.1;2030;4;MOC;9.1;100;
VS-2.2-8;V;41.0;2028;4;MCY;6.8;100;
AN-4.3-9;A;30.5;2030;4;MEW;-4.3;100;
TE-4.1-6;T;36.6;2031;4;MOT;4.9;100;
AN-5.2-5;A;31.4;2031;4;MEW;5.2;100;
TE-2.2-6;T;46.6;2029;4;MOF;3.8;100;
TE-4.1-8;T;47.1;2029;4;MISA;-0.1;100;
TE-2.1-6;T;35.8;2030;4;MOC;2.1;100;
TE-2.3-8;T;45.7;2030;4;MOL;-0.8;100;
VS-4.2-1;V;37.2;2026;4;MOS;5.1;100;
AN-3.1-1;A;48.5;2030;4;MOI;2.3;100;
AN-4.2-1;A;38.8;2034;4;MOC;2.7;95;
TE-2.2-1;T;46.2;2030;4;MOL;-2.3;100;
VS-5.3-3;V;33.1;2028;4;MCY;6.2;100;
AN-3.1-6;A;47.7;2032;4;MOD;-1.1;100;
TE-2.2-4;T;49.5;2029;4;MISA;3.2;100;
AN-3.2-8;A;39.9;2031;4;MOI;-5.9;100;
AN-3.1-2;A;42.5;2033;4;MEW;2.0;95;
TE-4.3-6;T;38.2;2031;4;MOT;1.0;100;
AN-1.3-4;A;49.9;2032;4;MFA;0.6;95;
TE-4.3-9;T;34.7;2030;4;MISA;-3.3;100;
AN-3.2-1;A;33.6;2035;4;MOD;4.4;95;
TE-2.1-4;T;46.1;2030;4;MOL;1.0;100;
AN-1.2-2;A;42.1;2030;4;MFA;-3.6;100;
AN-4.1-8;A;34.0;2033;4;MEW;2.7;95;
TE-2.3-1;T;43.5;2030;4;MISA;5.7;100;
AN-2.3-5;A;33.0;2032;4;MOD;1.1;95;
AN-4.2-3;A;36.4;2031;4;MOC;1.9;100;
AN-5.3-5;A;52.8;2034;4;MOD;2.6;95;
TE-1.3-6;T;32.8;2029;4;MOL;2.4;100;
AN-1.3-1;A;49.5;2035;4;MEW;-3.5;100;
TE-2.3-2;T;30.0;2030;4;MOT;-7.3;100;
TE-1.1-7;T;36.3;2031;4;MOC;6.1;100;
AN-4.1-2;A;53.4;2034;4;MEW;-6.0;100;
TE-1.2-1;T;40.9;2029;4;MISA;-7.1;100;
TE-4.1-6;T;32.8;2029;4;MOL;-1.9;100;
AN-1.3-2;A;43.1;2032;4;MFA;5.5;95;
VS-3.2-9;V;35.6;2030;4;MOH;-7.6;100;
TE-3.1-1;T;30.8;2031;4;MOF;0.0;100;
VS-5.1-7;V;45.0;2028;4;MOH;-5.1;100;
